age,Working Section,Financial Weight,education,education-num,Marriage Status,occupation,Relationship Status,Skin Color,Gender,Capital Gain,Capital Loss,hours-per-week,Country,id,Predictions
47,Police,220269,Some-college,10,Married Civilian,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,14240,Rich
35,Private,27408,Some-college,10,No Marriage,Sales,Not-in-family,White,Male,0,0,40,United-States,18205,Poor
28,Private,224634,Bachelors,13,Married Civilian,Prof-specialty,Wife,White,Female,0,0,45,United-States,7131,Rich
21,Private,229826,Some-college,10,Married Civilian,Machine-op-inspct,Husband,White,Male,0,0,20,United-States,25059,Poor
30,Private,137606,HS-grad,9,Married Civilian,Transport-moving,Husband,White,Male,5013,0,40,United-States,5295,Poor
38,Private,809585,Bachelors,13,Married Civilian,Sales,Husband,White,Male,0,0,40,United-States,25851,Rich
21,State Govenment,48121,Some-college,10,No Marriage,Exec-managerial,Own-child,White,Male,0,1602,10,United-States,13619,Poor
40,Private,164663,HS-grad,9,Married Civilian,Transport-moving,Husband,White,Male,0,0,40,United-States,3059,Poor
37,Self Employed No Inc,164526,Doctorate,16,No Marriage,Prof-specialty,Not-in-family,White,Male,14084,0,45,United-States,12715,Rich
30,?,288419,5th-6th,3,Married Civilian,?,Husband,White,Male,0,0,40,Mexico,11340,Poor
66,State Govenment,162945,Prof-school,15,Married Civilian,Exec-managerial,Husband,Black,Male,20051,0,55,United-States,29744,Rich
25,Private,470203,Bachelors,13,No Marriage,Prof-specialty,Not-in-family,White,Female,0,0,30,United-States,26956,Poor
39,Private,186420,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,16011,Poor
55,Self Employed No Inc,149168,HS-grad,9,Married Civilian,Farming-fishing,Husband,White,Male,0,0,30,United-States,2983,Poor
45,Self Employed + Inc,139268,HS-grad,9,Married Civilian,Sales,Husband,White,Male,0,0,50,United-States,28346,Rich
32,Self Employed No Inc,92531,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,25483,Poor
30,Private,55291,Bachelors,13,Married Civilian,Prof-specialty,Husband,White,Male,0,0,40,United-States,3674,Rich
46,Private,194698,Bachelors,13,No Marriage,Prof-specialty,Own-child,White,Male,0,0,60,United-States,14712,Poor
32,Local Government,199539,Some-college,10,Married Civilian,Protective-serv,Husband,White,Male,0,0,40,United-States,23543,Rich
28,Self Employed + Inc,153291,HS-grad,9,No Marriage,Adm-clerical,Own-child,White,Female,0,0,35,United-States,16148,Poor
50,Private,88926,HS-grad,9,Married Civilian,Adm-clerical,Wife,White,Female,5178,0,40,United-States,1284,Rich
61,Private,141745,HS-grad,9,Divorced,Other-service,Not-in-family,Black,Female,0,0,40,United-States,29801,Poor
43,Local Government,125461,Bachelors,13,No Marriage,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,30457,Poor
19,Private,97261,12th,8,No Marriage,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,27548,Poor
29,Private,274969,HS-grad,9,No Marriage,Craft-repair,Unmarried,White,Female,0,0,42,United-States,16883,Poor
44,Private,210525,Bachelors,13,Married Civilian,Prof-specialty,Husband,White,Male,0,0,40,United-States,29719,Rich
21,Private,180339,Some-college,10,No Marriage,Adm-clerical,Not-in-family,White,Female,0,0,45,United-States,27158,Poor
44,Private,249332,HS-grad,9,Married Civilian,Transport-moving,Husband,White,Male,0,0,40,Ecuador,19118,Poor
62,Local Government,140851,HS-grad,9,Married Civilian,Other-service,Husband,White,Male,0,0,40,United-States,22987,Rich
40,Private,234633,Some-college,10,No Marriage,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,2320,Poor
67,Self Employed + Inc,330144,Masters,14,Married Civilian,Sales,Husband,White,Male,0,0,48,United-States,7317,Rich
36,Private,129591,HS-grad,9,No Marriage,Other-service,Not-in-family,White,Male,0,0,40,United-States,24798,Poor
30,Self Employed No Inc,176185,Some-college,10,Married but Spouse Absent,Craft-repair,Own-child,White,Male,0,0,60,United-States,32440,Rich
55,Private,387569,HS-grad,9,Married Civilian,Craft-repair,Husband,White,Male,4386,0,40,United-States,844,Rich
35,Private,65706,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,21743,Poor
28,Private,315287,Some-college,10,No Marriage,Prof-specialty,Not-in-family,Black,Male,0,0,40,United-States,29715,Poor
42,Local Government,213019,Masters,14,No Marriage,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,21190,Rich
25,Private,135568,9th,5,Married Civilian,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,10689,Poor
31,Private,157640,HS-grad,9,Married Civilian,Prof-specialty,Husband,White,Male,0,0,55,United-States,27735,Rich
72,Self Employed No Inc,203289,Some-college,10,Married Civilian,Craft-repair,Husband,White,Male,0,0,35,United-States,24690,Poor
51,Private,56915,HS-grad,9,Married Civilian,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,447,Poor
36,Private,106964,HS-grad,9,Married Civilian,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,7993,Poor
31,Private,217803,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,32,United-States,15060,Poor
44,Police,218062,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,18944,Poor
33,Self Employed No Inc,116539,HS-grad,9,Married Civilian,Craft-repair,Husband,White,Male,0,0,40,United-States,8660,Poor
52,Private,98752,9th,5,Widowed,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,24468,Poor
40,Private,346189,Doctorate,16,Married Civilian,Prof-specialty,Husband,White,Male,0,0,40,United-States,23419,Rich
29,Private,56630,Assoc-voc,11,Married Civilian,Adm-clerical,Husband,White,Male,0,0,40,United-States,3840,Poor
49,Private,64216,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,90,United-States,24005,Poor
36,Self Employed + Inc,37019,HS-grad,9,No Marriage,Farming-fishing,Not-in-family,White,Male,0,0,50,United-States,4574,Poor
71,Private,162297,HS-grad,9,Widowed,Sales,Unmarried,White,Female,0,0,20,United-States,14047,Poor
21,Private,296158,HS-grad,9,No Marriage,Other-service,Own-child,White,Male,0,0,40,United-States,11332,Poor
50,Private,237819,HS-grad,9,Married Civilian,Transport-moving,Husband,White,Male,0,0,40,United-States,12246,Rich
50,Private,183638,HS-grad,9,Widowed,Sales,Unmarried,White,Female,0,0,40,United-States,28104,Poor
50,Private,50178,HS-grad,9,Married Civilian,Tech-support,Husband,White,Male,0,0,40,United-States,17694,Rich
35,?,120074,HS-grad,9,Married Civilian,?,Husband,White,Male,0,0,30,United-States,12098,Poor
22,Private,223515,Bachelors,13,No Marriage,Prof-specialty,Unmarried,White,Male,0,0,20,United-States,751,Poor
25,?,237865,Some-college,10,No Marriage,?,Own-child,Black,Male,0,0,40,?,3131,Poor
28,Private,315287,HS-grad,9,No Marriage,Adm-clerical,Other-relative,Black,Male,0,0,40,?,19946,Poor
36,Private,208358,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Male,99999,0,45,United-States,3175,Rich
63,Private,122442,12th,8,Married Civilian,Craft-repair,Husband,White,Male,0,0,40,United-States,16887,Poor
48,Self Employed No Inc,65535,HS-grad,9,Married Civilian,Farming-fishing,Husband,White,Male,0,0,50,United-States,1584,Poor
45,Local Government,364563,HS-grad,9,Married Civilian,Transport-moving,Husband,White,Male,0,0,40,United-States,13516,Rich
56,Local Government,242670,Some-college,10,Widowed,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,2142,Poor
25,Private,257562,7th-8th,4,Married Civilian,Craft-repair,Husband,White,Male,0,0,40,Mexico,14186,Poor
54,Self Employed + Inc,99185,Doctorate,16,Married Civilian,Prof-specialty,Husband,White,Male,0,0,50,?,9418,Rich
75,Self Employed + Inc,98116,Some-college,10,Widowed,Sales,Not-in-family,White,Male,0,0,40,United-States,31180,Rich
43,Self Employed No Inc,355856,Bachelors,13,Married Civilian,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,50,Philippines,9859,Poor
43,Self Employed + Inc,64048,9th,5,No Marriage,Sales,Own-child,White,Female,0,0,44,Portugal,28227,Poor
46,Private,360096,Bachelors,13,Married Civilian,Exec-managerial,Husband,White,Male,15024,0,60,United-States,6869,Rich
36,Self Employed No Inc,343721,Doctorate,16,No Marriage,Prof-specialty,Not-in-family,White,Male,0,0,30,?,8225,Rich
38,Police,48123,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,15465,Poor
26,Private,284078,Some-college,10,No Marriage,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,9172,Poor
25,Self Employed No Inc,136450,Assoc-acdm,12,Married Civilian,Adm-clerical,Wife,White,Female,0,0,35,United-States,15915,Rich
49,Private,165513,Some-college,10,Divorced,Handlers-cleaners,Unmarried,Black,Female,0,0,40,United-States,18533,Poor
25,Private,374163,12th,8,Married Civilian,Farming-fishing,Husband,Other,Male,0,0,60,Mexico,17864,Poor
44,Private,195545,HS-grad,9,Divorced,Machine-op-inspct,Own-child,Black,Female,0,0,40,United-States,9992,Poor
42,Private,121718,Some-college,10,Married Civilian,Adm-clerical,Husband,White,Male,0,0,40,Germany,13877,Poor
38,Private,108140,Bachelors,13,No Marriage,Other-service,Not-in-family,White,Male,0,0,20,United-States,8461,Poor
28,Private,189257,9th,5,No Marriage,Handlers-cleaners,Own-child,Black,Female,0,0,24,United-States,15181,Poor
48,Private,379883,Masters,14,Married Civilian,Prof-specialty,Husband,White,Male,0,0,40,Cuba,31907,Rich
18,Private,97963,HS-grad,9,No Marriage,Other-service,Own-child,White,Female,0,0,30,United-States,3394,Poor
62,Private,205643,Prof-school,15,Married Civilian,Craft-repair,Husband,White,Male,0,0,45,United-States,22544,Rich
36,Private,109133,HS-grad,9,Married Civilian,Craft-repair,Husband,White,Male,0,0,40,United-States,22004,Poor
81,Self Employed + Inc,247232,10th,6,Married Civilian,Exec-managerial,Wife,White,Female,2936,0,28,United-States,19495,Poor
57,Self Employed + Inc,258883,HS-grad,9,Married Civilian,Transport-moving,Husband,White,Male,5178,0,60,Hungary,27041,Rich
39,Private,120130,Some-college,10,Separated,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,8817,Poor
44,Self Employed + Inc,165815,HS-grad,9,Married Civilian,Transport-moving,Husband,White,Male,0,0,96,United-States,10377,Poor
36,Private,297449,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,14084,0,40,United-States,6334,Rich
43,Private,255635,5th-6th,3,Married Civilian,Machine-op-inspct,Husband,Other,Male,0,0,40,Mexico,23174,Poor
27,Private,225291,Some-college,10,No Marriage,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,4522,Poor
53,Local Government,236873,Masters,14,Married Civilian,Exec-managerial,Husband,Black,Male,0,0,40,United-States,23571,Rich
60,Private,225883,Some-college,10,Widowed,Sales,Unmarried,White,Female,0,0,27,United-States,21222,Poor
40,Self Employed + Inc,104235,Masters,14,No Marriage,Other-service,Own-child,White,Male,0,0,99,United-States,30992,Poor
40,Private,199303,HS-grad,9,Married Civilian,Adm-clerical,Husband,White,Male,0,0,40,United-States,8747,Poor
49,Self Employed + Inc,187563,Some-college,10,Married Civilian,Transport-moving,Husband,White,Male,0,0,50,United-States,5620,Rich
49,Private,195727,Bachelors,13,Married Civilian,Exec-managerial,Husband,White,Male,0,0,40,United-States,24119,Poor
35,Private,272338,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,11776,Poor
24,Police,314525,Bachelors,13,No Marriage,Prof-specialty,Not-in-family,White,Male,0,1741,45,United-States,3951,Poor
42,Self Employed No Inc,32546,Prof-school,15,Divorced,Prof-specialty,Unmarried,White,Male,7430,0,40,United-States,31851,Rich
41,Local Government,103759,Some-college,10,Married Civilian,Transport-moving,Husband,White,Male,3942,0,40,United-States,17167,Poor
34,Private,34848,Some-college,10,Married Civilian,Transport-moving,Husband,White,Male,4064,0,40,United-States,16947,Poor
39,Private,83893,HS-grad,9,Married Civilian,Adm-clerical,Husband,White,Male,0,0,40,United-States,1324,Rich
90,Private,137018,HS-grad,9,No Marriage,Other-service,Not-in-family,White,Female,0,0,40,United-States,1040,Poor
60,Private,93997,Bachelors,13,Married Civilian,Exec-managerial,Husband,White,Male,15024,0,45,United-States,27118,Rich
24,Private,194630,Bachelors,13,No Marriage,Tech-support,Not-in-family,White,Male,0,0,35,United-States,16612,Poor
49,Self Employed + Inc,257764,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,1365,Poor
59,Private,98350,HS-grad,9,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,Male,0,0,40,China,23483,Poor
31,State Govenment,77634,Preschool,1,No Marriage,Other-service,Not-in-family,White,Male,0,0,24,United-States,31798,Poor
58,Self Employed + Inc,113806,Bachelors,13,Married Civilian,Exec-managerial,Husband,White,Male,7688,0,30,United-States,18817,Rich
40,Private,20109,Some-college,10,Divorced,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Female,0,0,84,United-States,4348,Poor
51,Private,61270,HS-grad,9,Married Civilian,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,24482,Rich
44,Private,147110,Some-college,10,Divorced,Adm-clerical,Own-child,White,Male,14344,0,40,United-States,31967,Rich
17,Private,95446,10th,6,No Marriage,Other-service,Own-child,White,Male,0,0,15,United-States,19380,Poor
36,Police,192150,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,17943,Poor
48,Private,126754,Masters,14,Married Civilian,Prof-specialty,Husband,White,Male,15024,0,40,United-States,1642,Rich
34,Private,340458,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,23265,Poor
43,Private,336643,HS-grad,9,No Marriage,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,17600,Poor
30,Private,224462,HS-grad,9,No Marriage,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,19954,Poor
20,Private,271379,Some-college,10,No Marriage,Sales,Own-child,White,Female,0,0,25,United-States,5512,Poor
46,Self Employed + Inc,283004,Assoc-voc,11,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,0,0,63,Thailand,6952,Poor
54,Self Employed No Inc,58898,Some-college,10,Married Civilian,Craft-repair,Husband,White,Male,0,1579,48,United-States,12119,Poor
21,Private,34918,HS-grad,9,No Marriage,Sales,Own-child,White,Female,0,0,30,United-States,8111,Poor
34,Private,244064,HS-grad,9,No Marriage,Machine-op-inspct,Unmarried,Black,Male,0,0,40,United-States,30953,Poor
22,Private,145964,Bachelors,13,No Marriage,Sales,Own-child,White,Male,0,0,40,United-States,17094,Poor
36,Private,128516,HS-grad,9,Married Civilian,Adm-clerical,Wife,White,Female,0,0,40,United-States,26637,Rich
34,Local Government,119411,HS-grad,9,Divorced,Protective-serv,Unmarried,White,Male,0,0,40,Portugal,762,Poor
17,Private,295308,11th,7,No Marriage,Priv-house-serv,Own-child,White,Female,0,0,20,United-States,11403,Poor
37,Self Employed No Inc,75050,Assoc-voc,11,Married Civilian,Craft-repair,Husband,White,Male,0,0,55,United-States,12000,Poor
23,Private,209955,HS-grad,9,No Marriage,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,22442,Poor
21,Private,170800,HS-grad,9,No Marriage,Sales,Own-child,White,Female,0,0,30,United-States,10970,Poor
43,Private,154374,Some-college,10,Married Civilian,Craft-repair,Husband,White,Male,15024,0,60,United-States,632,Rich
33,Private,267404,HS-grad,9,Married Civilian,Craft-repair,Wife,White,Female,0,0,40,United-States,376,Poor
42,Private,251229,Bachelors,13,Married Civilian,Transport-moving,Husband,White,Male,0,0,40,United-States,5008,Poor
23,Private,235071,Some-college,10,No Marriage,Exec-managerial,Own-child,White,Male,0,0,50,United-States,6128,Poor
52,Private,308764,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,30214,Poor
22,Private,615367,Bachelors,13,No Marriage,Sales,Not-in-family,White,Female,0,0,60,United-States,19630,Poor
45,Private,185397,Assoc-acdm,12,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,29035,Poor
23,Private,182117,Some-college,10,No Marriage,Adm-clerical,Own-child,White,Male,0,0,40,United-States,6168,Poor
57,Private,120302,HS-grad,9,Married Civilian,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,8635,Poor
44,Self Employed + Inc,116358,Bachelors,13,Married Civilian,Sales,Husband,Asian-Pac-Islander,Male,0,0,50,?,18459,Rich
50,Self Employed No Inc,221336,Some-college,10,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,0,0,40,?,18909,Poor
41,Local Government,396467,Assoc-acdm,12,Married Civilian,Exec-managerial,Husband,Black,Male,0,0,50,United-States,21205,Rich
33,Self Employed No Inc,193246,HS-grad,9,No Marriage,Exec-managerial,Not-in-family,White,Male,0,0,55,France,9743,Poor
64,Self Employed + Inc,132832,HS-grad,9,Married Civilian,Adm-clerical,Wife,White,Female,20051,0,40,?,3247,Rich
41,Local Government,343079,Bachelors,13,Married Civilian,Prof-specialty,Wife,White,Female,0,1740,20,United-States,3709,Poor
57,State Govenment,32694,Doctorate,16,Married Civilian,Prof-specialty,Husband,White,Male,0,0,40,United-States,13788,Rich
20,Private,236592,12th,8,No Marriage,Prof-specialty,Not-in-family,White,Female,0,0,35,Italy,10918,Poor
34,Self Employed No Inc,349148,Some-college,10,Married Civilian,Craft-repair,Husband,White,Male,0,0,40,United-States,26473,Poor
37,Private,295127,Some-college,10,Divorced,Other-service,Not-in-family,White,Male,0,0,47,United-States,25865,Poor
19,Private,194260,Some-college,10,No Marriage,Sales,Own-child,White,Female,0,0,20,United-States,31708,Poor
26,Private,142506,Bachelors,13,No Marriage,Prof-specialty,Unmarried,Black,Female,0,0,35,United-States,18780,Poor
52,Self Employed + Inc,114758,Bachelors,13,Married Civilian,Sales,Husband,White,Male,15024,0,50,United-States,20152,Rich
37,Private,175232,Masters,14,Divorced,Exec-managerial,Unmarried,White,Male,0,0,60,United-States,1489,Rich
25,Private,50103,HS-grad,9,No Marriage,Sales,Unmarried,White,Female,0,0,40,United-States,27830,Poor
48,Private,95661,Some-college,10,No Marriage,Adm-clerical,Not-in-family,White,Female,0,0,43,United-States,13118,Poor
31,Private,215047,Bachelors,13,No Marriage,Adm-clerical,Not-in-family,White,Male,0,0,50,United-States,28668,Poor
17,Private,150106,10th,6,No Marriage,Sales,Own-child,White,Female,0,0,20,United-States,16096,Poor
25,State Govenment,194954,Some-college,10,Married Civilian,Other-service,Wife,White,Female,0,0,15,United-States,7348,Poor
53,Private,358056,11th,7,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,2905,Poor
40,Private,289309,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0,0,48,United-States,18353,Poor
29,Private,178244,HS-grad,9,Married Civilian,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,10163,Poor
32,Self Employed No Inc,27939,Some-college,10,Married Civilian,Sales,Husband,Amer-Indian-Eskimo,Male,0,0,60,United-States,18783,Poor
52,Private,232024,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,60,United-States,29766,Poor
38,State Govenment,143517,Bachelors,13,No Marriage,Exec-managerial,Own-child,White,Male,0,0,40,United-States,16698,Poor
26,Private,155213,Bachelors,13,No Marriage,Prof-specialty,Not-in-family,White,Male,0,0,48,United-States,7323,Poor
82,?,29441,7th-8th,4,Widowed,?,Not-in-family,White,Male,0,0,5,United-States,3211,Poor
18,?,171964,HS-grad,9,No Marriage,?,Own-child,White,Female,0,1602,20,United-States,28303,Poor
21,State Govenment,39236,Some-college,10,No Marriage,Prof-specialty,Not-in-family,White,Female,0,0,8,United-States,16503,Poor
64,Local Government,164876,HS-grad,9,Divorced,Transport-moving,Unmarried,White,Male,0,0,20,United-States,12749,Poor
21,Private,170456,Assoc-acdm,12,No Marriage,Handlers-cleaners,Own-child,White,Male,0,0,15,United-States,25951,Poor
24,?,172152,Bachelors,13,No Marriage,?,Not-in-family,Asian-Pac-Islander,Male,0,0,25,Taiwan,23351,Poor
22,No Pay,302347,HS-grad,9,No Marriage,Handlers-cleaners,Own-child,White,Male,4416,0,40,United-States,15695,Poor
35,Private,401930,HS-grad,9,Married Civilian,Adm-clerical,Wife,White,Female,0,1887,42,United-States,18418,Rich
52,Private,74024,Masters,14,Married Civilian,Prof-specialty,Husband,White,Male,0,0,45,United-States,13121,Rich
51,Self Employed No Inc,165001,Masters,14,Divorced,Exec-managerial,Unmarried,White,Male,25236,0,50,United-States,6519,Rich
40,Private,151294,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Female,0,0,48,United-States,18069,Poor
26,Private,300290,11th,7,Divorced,Adm-clerical,Own-child,White,Female,0,0,40,United-States,22336,Poor
35,Private,216256,Assoc-voc,11,No Marriage,Other-service,Not-in-family,White,Male,0,0,60,United-States,30308,Poor
42,?,32533,Some-college,10,No Marriage,?,Not-in-family,White,Male,0,0,45,United-States,20686,Poor
33,Private,55176,7th-8th,4,Married Civilian,Craft-repair,Husband,White,Male,0,0,40,United-States,9231,Poor
35,Private,170617,HS-grad,9,No Marriage,Machine-op-inspct,Unmarried,Black,Female,0,0,48,United-States,7168,Poor
39,Private,185053,HS-grad,9,No Marriage,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,12603,Poor
40,Private,220460,HS-grad,9,No Marriage,Craft-repair,Not-in-family,White,Male,0,0,40,Canada,2924,Poor
55,Self Employed No Inc,189721,HS-grad,9,Married Civilian,Craft-repair,Husband,White,Male,0,0,20,United-States,967,Poor
33,Private,72338,Prof-school,15,Married Civilian,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,65,Japan,31830,Rich
22,Police,100345,HS-grad,9,No Marriage,Handlers-cleaners,Own-child,White,Male,0,0,43,United-States,18765,Poor
43,Private,219424,Bachelors,13,No Marriage,Exec-managerial,Not-in-family,Black,Female,0,0,50,United-States,27470,Rich
33,Private,324546,Some-college,10,Married Civilian,Machine-op-inspct,Husband,White,Male,0,0,39,United-States,6302,Poor
36,State Govenment,137421,Assoc-voc,11,Married Civilian,Tech-support,Husband,Asian-Pac-Islander,Male,0,0,37,Hong,16843,Poor
40,Private,53835,Bachelors,13,Married Civilian,Sales,Husband,White,Male,0,0,50,United-States,25742,Rich
47,Private,107460,HS-grad,9,Separated,Exec-managerial,Unmarried,White,Female,0,0,37,United-States,30435,Poor
23,Private,495888,HS-grad,9,No Marriage,Other-service,Not-in-family,White,Male,0,0,40,El-Salvador,3903,Poor
38,Private,167440,Bachelors,13,Married Civilian,Transport-moving,Husband,White,Male,4508,0,40,United-States,28585,Poor
25,Private,111058,Some-college,10,No Marriage,Adm-clerical,Not-in-family,White,Male,0,1980,40,United-States,23187,Poor
19,?,28967,Some-college,10,No Marriage,?,Not-in-family,White,Male,0,0,40,United-States,18964,Poor
34,Private,226525,Assoc-voc,11,No Marriage,Other-service,Own-child,White,Male,0,0,40,United-States,28782,Poor
40,Private,247245,9th,5,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,6405,Poor
25,Private,164938,HS-grad,9,No Marriage,Machine-op-inspct,Own-child,White,Male,4416,0,40,United-States,10880,Poor
63,Self Employed No Inc,795830,1st-4th,2,Widowed,Other-service,Unmarried,White,Female,0,0,30,El-Salvador,1291,Poor
18,?,163085,HS-grad,9,Separated,?,Own-child,White,Male,0,0,20,United-States,18942,Poor
38,Private,172571,Bachelors,13,Married Civilian,Exec-managerial,Husband,White,Male,0,1848,54,United-States,14617,Rich
57,Police,310320,Bachelors,13,Married Civilian,Tech-support,Husband,White,Male,0,0,48,United-States,30103,Rich
19,Private,93518,Some-college,10,No Marriage,Sales,Own-child,White,Female,0,0,20,United-States,22794,Poor
34,Private,108116,Bachelors,13,Married Civilian,Prof-specialty,Husband,White,Male,0,0,50,United-States,519,Rich
31,State Govenment,157673,HS-grad,9,Married Civilian,Farming-fishing,Husband,White,Male,0,0,40,United-States,13632,Poor
47,Private,160187,HS-grad,9,Separated,Prof-specialty,Other-relative,Black,Female,14084,0,38,United-States,26675,Rich
40,Private,374367,Assoc-voc,11,Separated,Sales,Not-in-family,Black,Male,0,0,44,United-States,17169,Poor
44,Private,215479,HS-grad,9,Divorced,Transport-moving,Not-in-family,Black,Male,0,0,20,Haiti,5812,Poor
31,Private,43716,Assoc-voc,11,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,43,United-States,8086,Poor
22,Private,210474,HS-grad,9,No Marriage,Other-service,Not-in-family,White,Female,0,0,40,United-States,21677,Poor
35,Private,474136,HS-grad,9,No Marriage,Craft-repair,Not-in-family,White,Male,0,1408,40,United-States,9858,Poor
40,Private,70645,Preschool,1,No Marriage,Other-service,Not-in-family,White,Female,0,0,20,United-States,32224,Poor
66,Self Employed No Inc,167687,HS-grad,9,Married Civilian,Farming-fishing,Husband,White,Male,1409,0,50,United-States,227,Poor
37,Private,271013,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,31900,Poor
37,Private,103925,Some-college,10,No Marriage,Tech-support,Other-relative,White,Female,0,0,40,United-States,25901,Poor
30,Private,154882,Prof-school,15,Widowed,Other-service,Not-in-family,White,Male,0,0,35,United-States,20924,Poor
40,Private,72887,Assoc-voc,11,Married Civilian,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,455,Rich
41,Private,359696,Bachelors,13,Married Civilian,Protective-serv,Husband,White,Male,15024,0,60,United-States,30979,Rich
59,Private,359292,1st-4th,2,Married Civilian,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,5958,Poor
26,Private,245029,Bachelors,13,No Marriage,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,18110,Poor
47,Private,328216,Some-college,10,Married Civilian,Tech-support,Husband,White,Male,7298,0,40,United-States,11870,Rich
65,Private,90907,5th-6th,3,Married Civilian,Other-service,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,28564,Poor
46,Private,187581,HS-grad,9,Divorced,Craft-repair,Other-relative,White,Male,0,0,40,United-States,2185,Poor
32,Private,154087,HS-grad,9,Married Civilian,Transport-moving,Husband,White,Male,0,0,40,United-States,17375,Poor
61,Private,219886,Some-college,10,Married Civilian,Tech-support,Wife,White,Female,0,0,40,United-States,25989,Rich
46,Local Government,207946,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,43,United-States,25792,Poor
32,Private,48520,Some-college,10,Married Civilian,Craft-repair,Husband,White,Male,0,0,40,United-States,29815,Poor
50,Private,144361,HS-grad,9,Married Civilian,Craft-repair,Husband,White,Male,0,0,40,United-States,9007,Poor
34,Self Employed + Inc,23778,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,7556,Poor
56,Self Employed No Inc,50791,Masters,14,Divorced,Sales,Not-in-family,White,Male,0,1876,60,United-States,15706,Poor
34,Private,110476,HS-grad,9,Married Civilian,Adm-clerical,Husband,White,Male,0,0,40,United-States,21817,Poor
39,Private,143445,HS-grad,9,Married Civilian,Other-service,Other-relative,Black,Female,0,0,40,United-States,7137,Poor
45,Private,182655,Bachelors,13,Divorced,Other-service,Not-in-family,White,Male,0,0,45,?,1738,Rich
43,Private,111252,Some-college,10,Married Civilian,Transport-moving,Husband,White,Male,0,0,42,United-States,3323,Poor
23,Private,520759,HS-grad,9,No Marriage,Other-service,Not-in-family,Black,Male,0,0,30,United-States,22932,Poor
18,Private,138917,11th,7,No Marriage,Sales,Own-child,Black,Female,0,0,10,United-States,27688,Poor
54,Private,138944,HS-grad,9,Married Civilian,Sales,Husband,White,Male,0,0,44,United-States,18886,Poor
